block_id,clip_index,sentence_id,weight,register,narration,phenomenon,setting,words,variants,move,air,motion
3,40,s18,hero,tension,"And when he got home, his father was awake, and his father had been dreaming. <break time=""4.6s"" />","{highstone} hero medium, an older man sitting bolt upright beside a low fire in the dark, eyes wide open, firelight full on his face, deep blue night beyond",highstone,15,4,settle,kling,"near-locked, slow settle, water and suspended particles drifting, subject locked, no other movement"
4,1,s01,connective,tension,His father had been having the same dream for eleven years and had told nobody.,"{highstone} close, an older man lying awake on a mat beside a low fire, eyes open, warm firelight across one side of his face, deep blue night beyond",highstone,15,2,push,kling,"slow push-in, water and suspended particles drifting, subject locked, no other movement"
4,2,s01,connective,hush,Not his wife. Not his son. Nobody on the mountain.,"{highstone} medium wide, an untouched sleeping mat and a folded wool cloak on bare summit rock before dawn, cold blue light along the eastern ridge",highstone,10,2,push,kb,
4,3,s02,hero,tension,"That night, with the fire low, Methuselah asked him what he kept seeing.","{highstone} hero two-shot, a father and a grown son facing each other across a low bright fire at night, warm light full on both faces, black sky above",highstone,13,4,push,kb,
4,4,s02,connective,tension,"I was shown my father's time, Enoch said.","{highstone} extreme close, an older man's eyes wide and steady, firelight caught in them, everything around dropped to shadow",highstone,8,2,settle,kb,
4,5,s03,connective,hush,"Jared. Methuselah's grandfather, dead before the boy could remember his face.","{village} close, a worn wooden staff propped against a mud wall in clear morning light, hard shadow beside it, the yard bright beyond",village,11,2,settle,kb,
4,6,s03,connective,menace,"Something came down in his days, Enoch said, and the world has been paying since.","{youngearth} wide, an immense green valley under a hard bright sky with a herd moving slowly along the river far below, one thin plume of black smoke beyond",youngearth,15,2,crane,kling,"slow crane up, water and suspended particles drifting, subject locked, no other movement"
4,7,s04,connective,awe,"The Book of Enoch says there were two hundred of them, and it calls them the Watchers.","{hermon} hero vast wide, a colossal snow-capped mountain rising alone out of a bright landscape, brilliant clear daylight across the white summit",hermon,17,2,settle,kling,"near-locked, slow settle, dust and haze drifting, subject locked, no other movement"
4,8,s04,hero,awe,"Sons of heaven, the text says. Not messengers. Not visitors. Watchers.","{watchers} wide low angle, two hundred immense figures standing in ordered ranks on a bright snowfield, solid and heavy and massive, hard shadows beneath every one",watchers,11,4,push,kling,"slow push-in, fine wind-blown snow drifting, subject locked, no other movement"
4,9,s05,connective,wonder,They had been set over the world the way a man is set over a field.,"{youngearth} extreme wide high angle, an enormous sunlit world of rivers and forest seen from very high, one tiny farmer and his ox working a bright field in the near ground",youngearth,16,2,push,kb,
4,10,s05,connective,menace,And Enoch describes them looking down at the daughters of men and wanting them.,"{hermon} medium low angle, a line of colossal shapes standing along a bright ridge crest looking downward, hard sunlight on their shoulders, deep shadow below",hermon,14,2,settle,kling,"near-locked, slow settle, water and suspended particles drifting, subject locked, no other movement"
4,11,s06,hero,awe,"They came down, the text says, on a mountain. Hermon.","{hermon} hero vast wide, a vast snow summit under brilliant hard light with two hundred huge dark figures spread across it, the world bright and small beyond",hermon,10,4,settle,kling,"near-locked, slow settle, dust and haze drifting, subject locked, no other movement"
4,12,s06,connective,awe,"Enoch describes weight, and ground giving way.","{hermon} close, a colossal foot pressing into deep snow and cracking the crust wide open, brilliant white light, hard blue shadow inside the break",hermon,7,2,settle,kling,"near-locked, slow settle, water and suspended particles drifting, subject locked, no other movement"
4,13,s06,connective,awe,Two hundred figures standing on a snow line where nothing that size should stand.,"{watchers} extreme close, an enormous shoulder and jaw in hard bright sunlight, solid opaque skin, dense shadow in every crease, mass and weight",watchers,14,2,settle,kb,
4,14,s07,hero,awe,"The whole summit under them, and the whole world laid out below.","{hermon} hero extreme wide, the whole curve of a bright sunlit world beneath a snow summit, a shepherd and his flock tiny on a green slope far below",hermon,12,4,pull,kb,
4,15,s07,connective,menace,And the text says they knew exactly what they were doing.,"{watchers} medium low angle, a ring of huge figures standing close together on bright snow, brilliant daylight on them, their shadows overlapping on the ground",watchers,11,2,push,kling,"slow push-in, dust and haze drifting, subject locked, no other movement"
4,16,s08,connective,menace,"All two hundred swore an oath, so none could turn back.","{watchers} hero wide, two hundred massive figures with arms raised together on a blazing white snowfield, hard light, one enormous shadow pattern beneath them",watchers,11,2,settle,kling,"near-locked, slow settle, flame and embers rising, subject locked, no other movement"
4,17,s08,connective,tension,Enoch names their leader. Semjaza. And Semjaza was the one who was afraid.,"{watchers} close low angle, one immense figure standing forward of the rest against a brilliant sky, fully lit, solid and unmoving",watchers,13,2,push,kb,
4,18,s09,hero,tension,He told them he alone would carry the penalty if the rest changed their minds.,"{watchers} medium, one colossal figure turned back toward the ranks with a hand raised, hard bright light on the raised arm, the ranks lit behind",watchers,15,4,push,kb,
4,19,s09,connective,menace,"So they bound themselves together by a curse, and then they went down the mountain.","{hermon} wide, a long line of enormous figures descending a bright snow slope in single file, brilliant daylight, deep tracks cut behind them",hermon,15,2,push,kling,"slow push-in, water and suspended particles drifting, subject locked, no other movement"
4,20,s09,connective,menace,"Whatever a man can be talked into, they had already talked each other into.","{hermon} extreme close, an enormous set of tracks pressed into fresh snow leading down and out of frame, hard low sunlight raking across them",hermon,14,2,push,kb,
4,21,s10,connective,hush,Then comes the part Methuselah could not stop thinking about afterward.,"{highstone} close, a man's hands turning a lump of raw ore over and over beside a low fire, warm light on the knuckles, the rest falling to shadow",highstone,11,2,settle,kling,"near-locked, slow settle, flame and embers rising, subject locked, no other movement"
4,22,s10,hero,tension,Because they did not only take. The Book of Enoch says they taught.,"{watchers} hero medium, a colossal figure crouched down at a human scale before a small group of people, brilliant daylight full on the scene, dust bright in the air",watchers,13,4,push,kling,"slow push-in, dust and haze drifting, subject locked, no other movement"
4,23,s11,connective,menace,And the first thing on the list is the thing he had watched being poured into sand.,"{forge} close, a bright stream of molten metal running into a sand bed, brilliant white light flooding the frame, sparks bursting",forge,17,2,push,kling,"slow push-in, water and suspended particles drifting, subject locked, no other movement"
4,24,s11,connective,tension,"Enoch names Azazel, and says Azazel showed men the metals of the earth.","{watchers} medium low angle, one immense figure standing over an open pit in bright daylight, pointing down into broken ground, hard shadow in the cut",watchers,13,2,settle,kb,
4,25,s11,connective,tension,How to open the ground for them. How to melt them. How to give them a working edge.,"{forge} wide, men working an early open furnace on bare ground under hard bright sun, white glare from the fire mouth, smoke rising straight",forge,18,2,crane,kling,"slow crane up, flame and embers rising, subject locked, no other movement"
4,26,s12,hero,menace,"The text says he taught the making of swords, and knives, and shields, and armour.","{forge} hero wide, a long rack of finished blades and round shields standing in brilliant sunlight against a stone wall, hard light along every edge",forge,15,4,push,kb,
4,27,s12,connective,menace,Armour. Somebody taught them armour before anybody needed armour.,"{forge} extreme close, a shaped bronze breastplate lying on a bench, brilliant raking light across the hammered surface, hard shadows in the beaten hollows",forge,9,2,push,kb,
4,28,s12,connective,menace,Which means whoever taught it already knew what men were going to do with the rest.,"{city} medium low angle, ranks of armoured men standing in a sunlit stone square, bright light on the metal, long shadows across the paving",city,16,2,push,kb,
4,29,s13,connective,tension,Methuselah had stood eleven days from home watching a boy of nine grind an edge.,"{forge} medium, a boy of nine at a spinning grindstone with sparks streaming past his face, brilliant light on him, the shed glowing behind",forge,15,2,push,kling,"slow push-in, dust and haze drifting, subject locked, no other movement"
4,30,s13,hero,menace,And now he knew where the boy's grandfather had learned it.,"{highstone} hero close, a grown man's face lit hard by a low fire, eyes open in recognition, the night sky bright with stars behind",highstone,11,4,push,kb,
4,31,s14,connective,tension,"The list goes on, and the text is specific about it.","{watchers} wide, a huge figure seated on a hillside in bright daylight with people gathered close around its feet, clean hard light on everyone",watchers,11,2,push,kb,
4,32,s14,connective,menace,One taught the cutting of roots. One taught the loosing of spells.,"{youngearth} close, dark roots pulled from bright turned earth and laid out in a row, hard daylight across them, soil bright at the edges",youngearth,12,2,settle,kb,
4,33,s14,connective,menace,"One taught the reading of the clouds, and one the signs of the sun.","{youngearth} medium, marks cut into a flat pale stone slab in hard sunlight, deep shadow inside every stroke, a hand withdrawing from frame",youngearth,14,2,settle,kling,"near-locked, slow settle, water and suspended particles drifting, subject locked, no other movement"
4,34,s15,connective,tension,"One taught the reading of the moon, and one what the stars were supposed to mean.","{youngearth} low angle, a bright daylight sky with sun and thin cloud, a group of small figures on a ridge below with their heads tilted back",youngearth,16,2,push,kling,"slow push-in, dust and haze drifting, subject locked, no other movement"
4,35,s15,hero,menace,Every secret of heaven handed down as a gift — and every gift arriving as a chain.,"{youngearth} hero wide night, a brilliant star-thick sky over a bright moonlit plain, a ring of small figures below tracing shapes in the air",youngearth,16,4,push,kb,
4,36,s16,connective,tension,Enoch says the earth itself brought a complaint against them.,"{youngearth} extreme close, cracked dry ground in hard bright light with a single thin fissure running away toward a lit horizon",youngearth,10,2,push,kb,
4,37,s16,connective,menace,"But the metal was not the worst of it, and the charms were not the worst of it.","{city} close, a bronze charm on a leather cord turning slowly in a bright doorway, hard sunlight sliding along the metal, the street busy beyond",city,18,2,push,kb,
4,38,s17,connective,menace,Because Genesis says plainly that they went in to the daughters of men.,"{village} wide, an empty sunlit settlement with open doorways and abandoned tools on the ground, hard clean daylight over all of it",village,13,2,settle,kb,
4,39,s17,connective,tension,And Genesis says plainly that the daughters of men bore them children.,"{village} medium, a group of women standing together in a bright doorway looking outward, faces fully lit, the room dark behind them",village,12,2,settle,kb,
4,40,s18,hero,awe,"Out on the horizon, weeks later, Methuselah saw something walking that was too tall. <break time=""3.8s"" />","{youngearth} hero extreme wide, a bright open plain at evening with one enormous distant silhouette moving along the horizon line, small figures fleeing in the foreground",youngearth,14,4,push,kling,"slow push-in, subtle ambient drift only, subject locked, no other movement"
5,1,s01,connective,tension,"At first he thought it was a tree line moving, and stood still.","{youngearth} extreme wide, a bright open plain at midday with a distant dark ridge line, hard clean sunlight, a flock of birds bursting up off the grass in the near ground",youngearth,13,2,settle,kb,
5,2,s01,connective,tension,"Trees do not move. He kept watching, because the alternative made no sense.","{youngearth} close, a young man's face turned toward the horizon with his eyes narrowed against hard bright daylight, the plain pale behind him",youngearth,13,2,push,kb,
5,3,s02,hero,awe,"It was two of them, walking the ridge at the far edge of the plain.","{nephilim} hero extreme wide, two colossal figures walking along a sunlit ridge crest, brilliant hard daylight full on them, the whole landscape tiny beneath",nephilim,15,4,pull,kling,"slow pull-back, subtle ambient drift only, subject locked, no other movement"
5,4,s02,connective,awe,"And he could see them from a day's walk away, which told him everything.","{youngearth} extreme wide split scale, a lone traveller on a bright plain in the foreground and two enormous walking shapes far off on the horizon, clean high light",youngearth,14,2,push,kb,
5,5,s03,connective,wonder,Genesis does not hedge about this. There were giants in the earth in those days.,"{village} medium, a doorway lintel cut and re-cut higher, fresh pale timber set above old grey, hard bright daylight raking across the join",village,15,2,push,kb,
5,6,s03,connective,menace,"Mighty men, it says. Men of renown. And it says they came of that mingling.","{city} wide, a sunlit stone square with people going about ordinary business, clear bright daylight, one long shadow falling across the paving from beyond frame",city,15,2,settle,kb,
5,7,s04,connective,hush,The Book of Enoch is less careful with the reader than Genesis is.,"{highstone} close, an older man's hands flat on a pale flat stone in hard morning light, deep shadow in the carved marks",highstone,13,2,settle,kb,
5,8,s04,hero,awe,It gives them a height. It says the ground could not carry what it was given.,"{nephilim} hero low angle, one colossal figure standing upright against a brilliant blue sky, solid and heavy with hard shadow beneath, small human roofs at its feet",nephilim,16,4,settle,kb,
5,9,s05,connective,awe,Methuselah watched one cross a river without slowing or looking for a ford.,"{nephilim} wide, an enormous figure wading a broad sunlit river with the water breaking white at its knee, brilliant daylight, spray bright in the air",nephilim,13,2,push,kb,
5,10,s05,connective,tension,The water came to its knee. Men had drowned in that river the previous spring.,"{youngearth} close, bright river water running fast over pale stones, hard sunlight breaking on the surface, a wooden pole jammed in the shallows",youngearth,15,2,push,kb,
5,11,s06,hero,menace,"They walked the way weather walks, with no hurry and no interest in you.","{nephilim} hero extreme wide, two immense figures crossing a bright green plain at an unhurried pace, hard clean daylight, a village small and lit in the middle distance",nephilim,14,4,push,kb,
5,12,s06,connective,menace,Dust went up behind them in a line you could follow from the mountain.,"{nephilim} wide low angle, a long line of dust rising behind two colossal walking figures under a brilliant sky, sunlight cutting through the trail",nephilim,14,2,crane,kb,
5,13,s07,connective,tension,"And where they stopped, the ground stayed pressed down after they had gone.","{youngearth} high angle, an enormous pressed depression in bright grassland with the grass crushed flat, hard low sunlight raking across the hollow",youngearth,13,2,push,kb,
5,14,s07,hero,awe,He measured one of those prints with his own body and told nobody.,"{youngearth} hero high angle, a grown man lying full length inside a single enormous footprint in bright earth, brilliant daylight, his body small in the shape",youngearth,13,4,push,kb,
5,15,s08,connective,hush,"What they took first, the text says, was the work of men's hands.","{village} wide, a settlement of grain stores and pens under clear hard morning light, ordinary and orderly, smoke rising straight from one roof",village,13,2,settle,kb,
5,16,s08,connective,wonder,A granary is a year. Four hundred people put a year into a granary.,"{village} close, hands pouring bright golden grain into a wide clay pit, hard sunlight across the stream of it",village,14,2,push,kb,
5,17,s09,connective,menace,"Enoch says they emptied them, and the emptying took part of an afternoon.","{village} medium, a row of tall grain stores standing open and hollow in hard bright daylight, deep shadow inside every mouth",village,13,2,settle,kb,
5,18,s09,hero,menace,Methuselah walked a village three days after and the doors all stood open.,"{village} hero wide, an empty sunlit settlement with every door standing open, brilliant clean daylight, tools left lying on bare ground",village,13,4,settle,kb,
5,19,s10,connective,grief,The grain pits were scraped to the clay. The pens were unlatched and empty.,"{village} extreme close, a grain pit scraped bare to the pale clay, hard light across the empty floor, one husk left in the corner",village,14,2,settle,kb,
5,20,s10,connective,grief,Somebody had swept the floor of one house very carefully before leaving it.,"{village} medium interior, a swept earth floor in an empty room with bright daylight falling through the open doorway, broom marks still visible in the dust",village,13,2,settle,kb,
5,21,s11,connective,grief,That was the detail that stayed with him. Somebody had swept.,"{village} extreme close, careful sweep lines pressed into a packed earth floor, hard raking daylight picking out every ridge",village,11,2,settle,kb,
5,22,s11,hero,grief,A man does that when he thinks he is coming back.,"{village} hero close, a wooden door standing open on its post in bright sunlight, the room beyond dark and bare",village,11,4,settle,kb,
5,23,s12,connective,tension,And then the text says a thing it does not soften at all.,"{highstone} close, an older man's hand pressed flat over a page of marks on stretched hide, hard lamplight across it, deep shadow at the edges",highstone,13,2,settle,kb,
5,24,s12,connective,menace,"When the harvest was gone, Enoch writes, they consumed the men.","{youngearth} extreme wide, a bright empty valley under a hard clear sky, entirely still, long shadows across the grass",youngearth,11,2,settle,kb,
5,25,s13,connective,grief,"Methuselah never wrote down what he found in the third valley, and neither will we.","{youngearth} wide, a sunlit valley head scattered with overturned baskets and one small woven sandal on bright grass, hard clean daylight, entirely still",youngearth,15,2,settle,kb,
5,26,s13,hero,hush,He came home four days early. He fed the fire. He laid the stone.,"{highstone} hero medium, a man kneeling to lay one pale stone at the end of a long line of them, low gold evening light, the fire burning bright beside him",highstone,14,4,push,kb,
5,27,s14,connective,hush,He did not go up to that country again for sixty years.,"{highstone} extreme close, a hand pressing a flat stone into place among many others, hard warm light across the whole row",highstone,12,2,pull,kb,
5,28,s14,connective,menace,"The text says they turned on the beasts, and the birds, and the fish.","{youngearth} wide, an empty sunlit grassland with picked bones of cattle scattered pale across it, hard clean daylight, birds gone from the sky",youngearth,14,2,settle,kb,
5,29,s15,connective,menace,"And that when everything else was finished, they turned on each other.","{nephilim} extreme wide, two colossal figures facing each other across a bright plain at a great distance, hard daylight, dust rising between them",nephilim,12,2,crane,kb,
5,30,s15,hero,menace,Whatever was made in that mingling had been made without any bottom to it.,"{nephilim} hero close low angle, an enormous face and shoulder in brilliant hard sunlight, solid opaque and massive, flat and incurious, deep shadow beneath the brow",nephilim,14,4,settle,kb,
5,31,s16,connective,tension,The city built higher walls and armed everybody.,"{city} wide, a colossal stone wall being built higher with scaffolds and cranes under brilliant sunlight, hundreds of workers small along its length",city,8,2,push,kb,
5,32,s16,connective,menace,"Bronze, against something that stepped over the wall it stood on.","{city} medium low angle, ranks of armoured men drawn up in a bright sunlit square, hard light on the bronze, one immense shadow falling across them all",city,11,2,settle,kb,
5,33,s17,connective,awe,Enoch says the earth spoke. Not the people. The ground.,"{youngearth} extreme close, a deep fissure opening across bright dry ground, hard sunlight down into the crack, pale dust at its lip",youngearth,10,2,push,kb,
5,34,s17,connective,awe,That the ground laid a charge against the men and against what was done to it.,"{youngearth} wide low angle, cracked pale earth running away toward a brilliant lit horizon, immense sky, the ground split in long parallel lines",youngearth,16,2,push,kb,
5,35,s18,connective,awe,A world does not usually have to complain about its own condition.,"{youngearth} extreme wide high angle, an enormous sunlit landscape seen from very high, rivers and plains bright and clear, one dark scar across it",youngearth,12,2,settle,kb,
5,36,s18,hero,hush,"And Methuselah, feeding a fire on a mountain, was one man with a count of stones.","{highstone} hero wide from above, a lone figure crouched at a fire with the long stone line running away from him toward a bright ridge edge, last gold light",highstone,16,4,pull,kb,
5,37,s19,connective,tension,He asked the only question left. Does anyone up there see?,"{highstone} medium two-shot, a grown son turned toward his father across a low fire at night, warm firelight on both faces, black sky above",highstone,11,2,push,kb,
5,38,s19,connective,tension,"Enoch did not answer, because Enoch had stopped sleeping altogether by then.","{highstone} close, a cold untouched bowl of food beside a burnt-down fire at night, warm last embers, an empty sleeping mat behind it",highstone,12,2,settle,kb,
5,39,s20,connective,awe,"Something had begun speaking to his father, and it was no longer using dreams.","{highstone} extreme close, an older man's open eyes reflecting a light that is brighter than the fire in front of him",highstone,14,2,push,kb,
5,40,s20,hero,awe,"Three nights later, the fire on the mountain bent sideways with no wind behind it. <break time=""3.5s"" />","{highstone} hero medium, a small fire on a bare summit bending hard sideways with the still night air around it, brilliant flame light on the rock",highstone,15,4,settle,kb,
6,1,s01,connective,tension,"After that his father changed, and the change ran the wrong way.","{village} medium, a bowl of food untouched under a cloth on a bright windowsill, hard clean morning light, the yard busy and blurred beyond",village,12,2,push,kb,
6,2,s01,connective,hush,"As the world got louder, Enoch got quieter. He argued with nobody.","{city} wide, a crowded sunlit street with one still figure standing in the middle of the movement, brilliant daylight, everyone else in motion around him",city,12,2,settle,kb,
6,3,s02,connective,wonder,"He walked lightly, the way a man walks on ground that has stopped holding him.","{youngearth} wide low angle, an older man walking a bright ridge path with an easy unhurried stride, hard clean daylight, immense sky behind him",youngearth,15,2,push,kb,
6,4,s02,hero,tension,He would stop in the middle of a path like someone hearing a step behind him.,"{youngearth} hero medium, an older man stopped dead on a sunlit path with his head turned slightly, listening, brilliant light across his face, the track empty behind",youngearth,16,4,settle,kb,
6,5,s03,connective,hush,And he began going out for days at a time without telling anybody.,"{village} close, an empty sleeping mat and a folded wool cloak in a room lit by bright daylight from the doorway",village,13,2,settle,kb,
6,6,s03,connective,hush,"Genesis gives him three hundred and sixty-five years, which is nothing in that list.","{highstone} extreme close, a short gap of bare rock at the end of a row of pale stones, hard morning light, the last stone weathered smooth",highstone,14,2,pull,kb,
6,7,s03,connective,wonder,Every other name in that chapter runs to eight or nine hundred. His stops early.,"{highstone} high angle, a very long row of stones curving over bare bright rock, brilliant daylight, one short gap at the near end",highstone,15,2,pull,kb,
6,8,s04,connective,tension,"One morning he went down to the city, and Methuselah went after him.","{city} wide, two figures walking in through a colossal sunlit gate at morning, hard bright light on the stone, the crowd dense around them",city,13,2,push,kb,
6,9,s04,hero,tension,His father climbed onto a stone in a crowded market and started speaking.,"{city} hero low angle, an older man standing up on a market stone above a packed sunlit square, brilliant daylight full on him, hundreds of faces below",city,13,4,crane,kb,
6,10,s05,connective,tension,"Jude quotes him in the New Testament. Behold, the Lord comes.","{city} medium, an older man speaking with one arm raised over a bright market crowd, hard sunlight on the raised hand, awnings glowing above",city,11,2,push,kb,
6,11,s05,hero,awe,"He comes with ten thousands of his holy ones, Enoch said, to execute judgment on all.","{youngearth} hero extreme wide, an immense bright sky over a sunlit plain with an enormous host of small distant figures ranked along the horizon",youngearth,16,4,pull,kb,
6,12,s06,connective,menace,A man in the crowd asked him where this god of his had been hiding.,"{city} close, a man in a crowd shouting back with his mouth open and his hands cupped, hard bright daylight across his face",city,15,2,push,kb,
6,13,s06,connective,menace,Another told him to do some work instead of frightening the children.,"{city} medium, two traders laughing together beside a sunlit stall, bright clean light, their backs half turned away",city,12,2,push,kb,
6,14,s06,connective,tension,"I am not selling fear, Enoch said. I am telling you there is a limit.","{city} close, an older man's face fully lit and steady mid-sentence, brilliant daylight, the crowd bright and blurred behind",city,15,2,push,kb,
6,15,s07,connective,grief,Nobody hit him. Nobody threw anything. That was somehow worse than if they had.,"{city} wide high angle, a market square back at full trade with a fruit seller re-stacking his pile, hard sunlight over all of it, one small empty space at the centre",city,14,2,settle,kb,
6,16,s07,connective,menace,"They went back to what they were doing, laughing quietly, and let him talk.","{city} medium, groups of people turning back to their stalls and their goods in bright daylight, nobody looking toward frame left",city,14,2,push,kb,
6,17,s08,hero,grief,"And Methuselah, watching from the edge of that square, understood something.","{city} hero close, a grown man at the edge of a sunlit square watching, brilliant light on one side of his face, deep shade of an archway behind",city,11,4,settle,kb,
6,18,s08,connective,grief,The distance between heaven and men was never heaven being absent.,"{city} extreme wide high angle, an entire sunlit city seen from above with one tiny raised figure at its centre, brilliant clear daylight",city,11,2,settle,kb,
6,19,s08,connective,grief,"It was this. A man on a stone, and four hundred people not hearing him.","{city} medium low angle, hundreds of sunlit backs and shoulders turned away in a crowded square, hard bright light, one gap of empty stone",city,15,2,settle,kb,
6,20,s09,connective,wonder,A few weeks later Methuselah followed his father out and found the cave.,"{youngearth} wide, a bare hillside in hard afternoon light with one narrow dark opening low in the rock, bright scrub around it",youngearth,13,2,settle,kb,
6,21,s09,hero,wonder,"Enoch was inside, bent over stretched hides.","{cave} hero medium, an older man bent over stretched hides by the light of a single blazing oil lamp, warm light pooling on his hands, rock dark beyond",cave,7,4,settle,kb,
6,22,s10,connective,awe,Rows of them. Stacks of hides. Years of work in a hole in a hill.,"{cave} wide, stacks and stacks of marked hides filling a low rock chamber, one lamp burning bright at the centre, deep shadow in the corners",cave,15,2,settle,kb,
6,23,s10,connective,tension,"What is this, his son asked him. And his father did not look up.","{cave} close two-shot, a younger man crouched in a lit opening looking in at his father, bright daylight from the entrance, lamp glow on the far side",cave,14,2,push,kb,
6,24,s11,connective,hush,I am writing what I was shown.,"{cave} extreme close, a hand drawing a careful mark onto stretched hide, hard lamplight across the surface, the strokes sharp and dark",cave,7,2,settle,kb,
6,25,s11,connective,wonder,"For whom, Methuselah said. Nobody here can read.","{cave} medium, a younger man holding up a marked hide toward the lamp, warm bright light through the skin of it, his face lit from below",cave,8,2,push,kb,
6,26,s12,hero,awe,"For somebody who is not born yet, Enoch said, in a world that has been washed.","{cave} hero close, an older man's face lit hard by one lamp, eyes steady and clear, the rock chamber falling away black behind him",cave,16,4,push,kb,
6,27,s12,connective,hush,Somebody will need to know that this one was warned.,"{cave} extreme close, a stack of hides bound with cord and set aside on a rock ledge, warm lamplight across the top sheet",cave,10,2,push,kb,
6,28,s12,connective,awe,And Methuselah understood his father was not only walking with God. He worked for him.,"{cave} wide, a father and son sitting together in a lamplit rock chamber surrounded by years of stacked work, warm bright light at the centre",cave,15,2,push,kb,
6,29,s13,connective,hush,"The last conversation happened on the hill of stones, and it was short.","{highstone} wide, two men standing together beside a long line of stones on a bright summit, hard clean morning light, the valley lit far below",highstone,13,2,push,kb,
6,30,s13,hero,grief,"Keep walking, his father said, even when there is nobody left walking beside you.","{highstone} hero medium two-shot, an older man with his hand on a grown son's shoulder in brilliant morning light, both faces fully lit, immense sky behind",highstone,14,4,settle,kb,
6,31,s14,connective,grief,Teach your son not to sell himself for a piece of ground.,"{highstone} close, an older man's hand gripping a shoulder firmly, hard bright light across the knuckles and the wool",highstone,12,2,settle,kb,
6,32,s14,connective,tension,"And remind them, all of them, that time is given to a man. Never taken.","{highstone} close, a grown man's face listening hard in brilliant daylight, eyes fixed off frame, the bright ridge behind him",highstone,15,2,push,kb,
6,33,s15,connective,hush,Then one evening Enoch went out and simply did not come back.,"{highstone} wide, an empty bare summit at dusk with a low fire burning alone and the long stone line beside it, deep blue sky, brilliant flame light",highstone,12,2,settle,kb,
6,34,s15,connective,tension,"Methuselah took a torch up at dark, calling him quietly, like a man embarrassed.","{highstone} wide, a man climbing a dark slope with a burning torch held high, brilliant flame light on the rock, deep night above",highstone,14,2,settle,kb,
6,35,s16,connective,awe,"And near the top, he stopped, because the summit was already lit.","{highstone} medium from behind, a climbing figure stopped on a dark path with brilliant white light spilling down over the ridge ahead of him",highstone,12,2,settle,kb,
6,36,s16,hero,awe,A column of light stood on the high stone.,"{lightcolumn} hero wide, a colossal shaft of brilliant white-gold light standing on a bare summit and rising into a clear night sky, the rock blazing beneath it",lightcolumn,9,4,crane,kling,"slow crane up, flame and embers rising, subject locked, no other movement"
6,37,s17,hero,awe,"His father was standing inside it, and his father was not afraid of it.","{lightcolumn} hero medium, a man standing upright inside a column of brilliant light with his face lifted and fully lit, calm and unafraid",lightcolumn,14,4,crane,kb,
6,38,s17,connective,tension,Methuselah ran. He fell twice. He got to the top and the light was gone.,"{highstone} wide, a torch dropped and burning on bare rock with a man scrambling up past it, brilliant flame light, the summit dark above",highstone,15,2,settle,kb,
6,39,s18,connective,hush,"And Genesis puts it in six words. He was not, for God took him.","{highstone} extreme close, bare swept summit rock in hard cold moonlight, empty, one worn hollow where a fire ring sat",highstone,14,2,settle,kb,
6,40,s18,hero,awe,"There was no body. There were footprints, and the footprints stopped where nothing stops. <break time=""3.8s"" />","{highstone} hero high angle, two lines of bare footprints pressed into pale dust ending abruptly on open rock, hard bright moonlight, nothing beyond them",highstone,14,4,push,kling,"slow push-in, dust and haze drifting, subject locked, no other movement"
7,1,s01,connective,hush,"Long before any of that, when Methuselah was a hundred and eighty-seven years old,","{highstone} extreme close, a short section of the pale stone line on bare summit rock, hard morning light, deep shadow beside every stone",highstone,14,2,settle,kb,
7,2,s01,connective,wonder,"he had a son, and Genesis gives the name in one line without comment.","{hut} medium, a woman holding a newborn in a bright doorway with clear morning light falling across them both, the room dark behind",hut,14,2,settle,kb,
7,3,s02,connective,hush,He called the boy Lamech. It was a good name then. It meant nothing in particular.,"{highstone} close, a man's hand laying one flat stone at the end of a row, brilliant low sunlight across the whole line",highstone,16,2,pull,kb,
7,4,s02,hero,wonder,"Lamech grew up on the mountain, carried the wood, learned the count, and was decent.","{highstone} hero wide, a grown young man carrying a heavy load of wood up a bare sunlit slope, hard clean daylight, the summit bright above him",highstone,15,4,push,kb,
7,5,s03,connective,grief,He was a hundred and thirteen the night his grandfather walked into the light.,"{highstone} medium, a young man's hands splicing a frayed rope on a bright summit, sunlight full on the fibres, the sky wide and open above",highstone,14,2,settle,kb,
7,6,s03,connective,hush,"So that is the household. A fire, a line of stones, a son Lamech.","{highstone} wide, an old man and a grown son working together beside a small fire and a long stone line, warm evening light on both",highstone,14,2,push,kb,
7,7,s04,connective,tension,"Hold on to that name, because the world had another, and Genesis names him too.","{village} close, two names cut side by side into a flat pale stone in hard raking daylight, deep shadow inside the strokes",village,15,2,settle,kb,
7,8,s04,connective,menace,"Cain's line runs six deep, undated. It ends on a man.","{city} extreme wide high angle, an immense sunlit city of cut stone spreading across a plain, brilliant clear daylight, black rooftops sharp",city,11,2,push,kb,
7,9,s05,hero,menace,He also was called Lamech. He lived in the city. Genesis records what he said.,"{city} hero medium low angle, a heavy powerful man standing in a bright stone doorway with his arms loose at his sides, hard sunlight full on him",city,15,4,push,kb,
7,10,s05,connective,tension,"He had two wives, which the text mentions plainly, and nobody before him had.","{city} wide, a large sunlit courtyard house with two separate doorways, brilliant daylight on the stone, deep shade under the lintels",city,14,2,push,kb,
7,11,s06,connective,tension,Adah and Zillah. And one evening he called them both out in front of everybody.,"{city} medium, two women standing together in a bright courtyard looking toward frame left, faces fully lit, the walls glowing behind them",city,15,2,push,kb,
