block_id,clip_index,weight,register,narration,phenomenon,subject,scale,topic_class,air,move,motion,fx
4,12,hero,wonder,"They are like the angels in heaven, he says. <break time=""900ms"" />","{angels_light} wide, tall figures of light standing at the edge of a bright threshold, softly radiant, warm gold light pooling at their feet",like the angels in heaven,3,universal,kb,,,
4,13,connective,teaching,Then he answers a bigger question they never actually asked.,"{angels_light} medium, a hand reaching toward the bright threshold, fingers just short of crossing, warm glow lighting the skin",God of the living,2,universal,kb,,,
4,14,connective,teaching,"Have you not read, he says, what God told Moses: I am the God of Abraham, Isaac, and Jacob?","{angels_light} close, an old scroll glimpsed at the edge of a threshold of light, ancient script catching a warm glow",God of the living,2,universal,kb,,,
4,15,hero,awe,"He is not the God of the dead, he says. He is the God of the living. <break time=""600ms"" />","{angels_light} wide reverse, the threshold of light widening against a darkening sky, figures resolving into brightness at its center",God of the living,3,universal,kling,,"slow steady reveal, camera drifting up toward the widening light, natural cinematic movement, minimal drift",
4,16,connective,awe,The crowd standing nearby is stunned into silence by his teaching.,"{wedding_hall_empty} medium, a small crowd gathered at the open doors, faces turned quiet and still toward the light beyond",God of the living,2,universal,kb,,,
4,17,hero,awe,"So the seventh thing Jesus says about death is this: what you become is not a smaller version of what you were -- it is a different kind of belonging entirely. <break time=""1000ms"" />","{angels_light} wide, the threshold of light standing full and steady, warm gold filling the whole frame",like the angels in heaven,3,universal,kb,,,
4,18,connective,teaching,"So if that is the destination, Jesus has one more hard thing to say about which road actually leads to it.","{wide_road_crowd} medium, travelers moving downhill along a well-worn road under bright open sky, dust rising under many feet",which road leads there,2,universal,kb,,,dust
4,19,hero,teaching,"Enter through the narrow gate, he says, plainly, to anyone listening. <break time=""700ms"" />","{narrow_gate} medium, a narrow gate set into a mud-brick wall at the edge of a hillside, a single figure approaching it alone",a narrow gate offered,2,universal,kb,,,
4,20,connective,dread,"Wide is the gate, he says, and broad is the road that leads to destruction.","{wide_road_crowd} wide, the crowded road stretching toward a distant low horizon beneath a vast open sky, travelers moving easily downhill in loose groups",which road leads there,3,universal,kb,,,
4,21,connective,dread,"And many, he says, go in through it.","{wide_road_crowd} close, sandaled feet moving easily along a well-worn stretch of road, dust rising with each step",which road leads there,1,universal,kb,,,
4,22,connective,teaching,"Narrow is the gate, he says, and hard is the road that leads to life.","{narrow_gate} close, a hand pressed flat against rough mud-brick beside a narrow gate, dust catching late light in the gap",a narrow gate offered,2,universal,kb,,,
4,23,hero,awe,"And only a few, he says, find it. <break time=""800ms"" />","{narrow_gate} wide, a single figure passing through a narrow gateway into a bright open space beyond, the wide crowded road visible far below",a narrow gate offered,3,universal,kling,,"slow subtle push through the gate opening toward the light beyond, natural realistic movement, minimal drift",
4,24,connective,teaching,He doesn't stop there -- he adds a way to tell which road you're actually on.,"{orchard_trees} wide, a hillside orchard in full leaf under bright open sky, dappled sunlight moving through the branches",known by their fruit,2,universal,kb,,,
4,25,connective,dread,"Watch for false guides, he says, who come to you looking harmless.","{orchard_trees} medium, a lone figure walking calmly beneath the trees, shadow patterns shifting across his path",known by their fruit,2,universal,kb,,,
4,26,connective,teaching,"You will know them, he says, by their fruit.","{orchard_trees} close, ripe fruit hanging heavy on a low branch, sunlight bright on its skin",known by their fruit,1,universal,kb,,,
4,27,connective,teaching,"A healthy tree bears good fruit, he says. A diseased tree bears bad fruit -- the difference always shows.","{orchard_trees} medium, two branches side by side, one heavy with fruit, the other bare and grey",known by their fruit,2,universal,kb,,,
4,28,connective,dread,"Every tree that fails to bear good fruit, he says, is cut down.","{orchard_trees} wide, a bare cut branch lying in the grass beneath a healthy tree, an axe resting nearby",known by their fruit,2,universal,kb,,,
4,29,connective,teaching,"Then he goes even further, past appearances into something harder to fake.","{orchard_trees} close, sunlight breaking fully through the canopy onto open ground below",not everyone who says Lord,2,universal,kb,,,
4,30,hero,teaching,"Not everyone who says to me, Lord, Lord, he says, will enter the kingdom of heaven. <break time=""900ms"" />","{narrow_gate} medium, a small group approaching a narrow gateway with confident, easy steps, evening light behind them",not everyone who says Lord,2,universal,kb,,,
4,31,connective,dread,"Many will say to me on that day: didn't we prophesy, cast out demons, do many mighty works in your name?","{narrow_gate} close, hands raised in confident appeal at the threshold of a narrow gate, dust catching the fading light",not everyone who says Lord,2,universal,kb,,,
4,32,hero,dread,"And I will tell them plainly: I never really knew you. Depart from me. <break time=""600ms"" />","{narrow_gate} close three-quarter profile, a calm, final expression turned toward the confident group at the gate",not everyone who says Lord,3,universal,kb,,,
4,33,connective,teaching,This is not difficulty for its own sake. It is a warning about which direction you are actually walking today.,"{narrow_gate} medium, the narrow gateway seen from inside, framing a distant view of the crowded road far below and behind",which road leads there,2,universal,kb,,,
4,34,connective,awe,"Only a few find the narrow gate, he said -- but he never once said it was hidden.","{narrow_gate} extreme wide, the gate standing open in plain daylight at the edge of a well-worn path, the entire landscape visible leading directly to it",a narrow gate offered,3,universal,kb,,,
4,35,hero,awe,"So the eighth thing Jesus says about death is this: the road you are on now is already an answer to the question, whether you meant it to be or not. <break time=""1000ms"" />","{narrow_gate} wide reverse, the gate standing open at dusk, one road narrow and climbing, the other wide and falling away into shadow",which road leads there,3,universal,kb,,,
5,1,hero,teaching,"Jesus also told them plainly what all of this adds up to -- not a private moment at the end, but a public reckoning. <break time=""700ms"" />","{judgment_throne} wide, a raised throne on wide stone steps facing an open plain, multitudes gathered below as the light fails toward evening",not a private ending,3,universal,kb,,,
5,2,connective,teaching,"When the Son of Man comes in his glory, he said, and all the angels with him, he will sit on his throne.","{judgment_throne} medium low angle, a throne catching the last hard light of day, tall figures of light gathering at its sides",the Son of Man arrives in glory,3,universal,kb,,,
5,3,connective,awe,"All the nations will be gathered before him, he said -- everyone, at once.","{judgment_throne} wide, crowds pressing forward across a vast open plain toward a raised throne, long shadows stretching from the steps across the whole scene",all nations gathered,3,universal,kb,,,
5,4,hero,wonder,"And he will separate them, he said, the way a shepherd separates sheep from goats. <break time=""800ms"" />","{sheep_goats} wide, two flocks dividing on an open hillside, sheep moving to one side and goats to the other, a shepherd standing at the point of division",sheep separated from goats,3,universal,kling,,"slow steady wide pan following the flocks as they separate, natural cinematic movement",
5,5,connective,teaching,The sheep go to his right. The goats go to his left.,"{sheep_goats} medium, sheep gathering calmly on one side of a hillside path, goats moving apart to the other",sheep separated from goats,2,universal,kb,,,
5,6,connective,teaching,Nobody chooses which side in that moment -- the sorting has already happened by then.,"{sheep_goats} close, dust settling between two divided groups on a hillside path, evening light low across both",sheep separated from goats,2,universal,kb,,,dust
5,7,hero,wonder,"To the ones on his right he says: come, you who are blessed, inherit what was prepared for you. <break time=""900ms"" />","{sheep_goats} medium, a warm gathered group at the right side of a hillside, faces lifted toward approaching light",the blessed are welcomed,2,universal,kb,,,
5,8,connective,teaching,"I was hungry, he says, and you gave me food.","{sheep_goats} close, hands passing bread across a low wall at dusk, warm lamplight catching the exchange",six things done for him,1,universal,kb,,,
5,9,connective,teaching,"I was thirsty, and you gave me something to drink.","{sheep_goats} close, a clay cup tipped to a stranger's lips at a well, water catching the last light",six things done for him,1,universal,kb,,,
5,10,connective,teaching,"I was a stranger, and you welcomed me in.","{sheep_goats} medium, an open door and a hand extended toward a traveler on a dusty threshold",six things done for him,2,universal,kb,,,
5,11,connective,teaching,"I was naked, and you gave me clothes.","{sheep_goats} close, a woven cloak settled over a stranger's shoulders, dust brushed away in the same motion",six things done for him,1,universal,kb,,,
5,12,connective,grief,"I was sick, and you came to visit me.","{sheep_goats} medium, a hand resting gently on a fevered forehead by lamplight, a bowl of water beside the bed",six things done for him,2,universal,kb,,,
5,13,connective,grief,"I was in prison, and you came to see me there.","{sheep_goats} close, a hand reaching through iron bars toward a visitor's hand, torchlight flickering along the stone",six things done for him,2,universal,kb,,,
5,14,connective,wonder,"They ask him, honestly confused: Lord, when did we ever see you like that?","{sheep_goats} medium, puzzled faces turned upward, genuine confusion in their expressions",when did we see you,2,universal,kb,,,
5,15,hero,awe,"He answers: whatever you did for the least of these, you did it for me. <break time=""600ms"" />","{judgment_throne} wide reverse, the throne steps at last light, the blessed group gathered warm and close below",when did we see you,3,universal,kling,,"slow subtle push toward the throne as the answer lands, natural realistic movement, minimal drift",
5,16,connective,dread,"Then he turns to the other side, and the mirror is exact.","{sheep_goats} wide, the goats gathered on the left side of the hillside, evening shadow falling across the group",the mirror on the left,2,universal,kb,,,
5,17,connective,dread,"I was hungry, he says, and you offered me nothing. Thirsty, and you turned away.","{sheep_goats} close, an empty table and an untouched cup left standing in shadow",the mirror on the left,2,universal,kb,,,
5,18,connective,dread,"A stranger, and the door stayed shut. Naked, sick, in prison -- and you stayed away.","{sheep_goats} medium, a closed door in deep shadow, a distant fevered figure glimpsed alone through a small window",the mirror on the left,2,universal,kb,,,
5,19,connective,dread,"They ask the same honest question, and get the same exact answer, reversed.","{sheep_goats} close, faces on the left side turned upward, the same puzzled confusion as the group on the right",the mirror on the left,2,universal,kb,,,
5,20,hero,awe,"So the ninth thing Jesus says about death is this: the reckoning is not a mystery test. It is made of things you already knew how to do. <break time=""1000ms"" />","{judgment_throne} wide reverse, the throne steps at last light, the two gathered groups visible below, one lit warm and one falling into shadow",the mirror on the left,3,universal,kb,,,
5,21,connective,teaching,Jesus told one more story to make sure the point about readiness landed all the way.,"{barns_bursting} wide, wooden granaries and storage barns under a darkening sky, torchlight moving between overfull sacks of grain",one more story about readiness,2,universal,kb,,,
5,22,connective,teaching,It starts with someone in the crowd making an odd request.,"{barns_bursting} medium, a figure stepping forward from a small gathered crowd at dusk, torchlight catching his face",an inheritance request,2,universal,kb,,,
5,23,connective,teaching,"Teacher, the man says, tell my brother to divide our father's inheritance with me.","{barns_bursting} close, two brothers facing each other by torchlight, tension held in their posture",an inheritance request,2,universal,kb,,,
5,24,hero,teaching,"Jesus's answer is almost blunt: man, who appointed me a judge over you? <break time=""700ms"" />","{barns_bursting} close three-quarter profile, a calm, direct expression turned toward the two brothers",not a judge over you,2,universal,kb,,,
5,25,connective,teaching,Then he turns to the whole crowd with a warning.,"{barns_bursting} wide, the teacher facing a gathered crowd at dusk, torchlight flickering across attentive faces",watch out for greed,2,universal,kb,,,
5,26,connective,teaching,"Watch out, he says. Be on guard against every kind of greed.","{barns_bursting} medium, a raised hand catching torchlight, an unhurried, deliberate gesture",watch out for greed,1,universal,kb,,,
5,27,connective,teaching,"A person's life, he says, does not consist in how much they own.","{barns_bursting} close, an open hand held out empty and steady against the dark",watch out for greed,2,universal,kb,,,
5,28,connective,teaching,Then he tells the story about a farmer whose land produced more than he knew what to do with.,"{barns_bursting} wide, sacks of grain stacked high against the barn walls, torchlight warm against the piled harvest",a farmer's land overflows,2,universal,kb,,,
5,29,connective,teaching,The farmer thinks to himself: what should I do? I have nowhere to store this harvest.,"{barns_bursting} medium, a figure standing among overfull sacks, hand pressed thoughtfully to his chin",a farmer's land overflows,2,universal,kb,,,
5,30,hero,wonder,"I know, he says to himself. I will tear down my barns and build bigger ones. <break time=""800ms"" />","{barns_bursting} wide, hands stacking grain sacks higher against a barn wall by torchlight, sweat and dust on bare forearms",barns torn down for bigger ones,2,universal,kling,,"slow subtle push toward the stacking hands, natural realistic movement, minimal drift",dust
5,31,connective,teaching,"There I will store all my grain, he says, and all my goods.","{barns_bursting} close, a hand sliding a heavy bar across newly built barn doors, torchlight catching the fresh wood",barns torn down for bigger ones,2,universal,kb,,,
5,32,connective,wonder,And I will say to myself: you have plenty of good things laid up for many years.,"{barns_bursting} wide, a figure standing satisfied among towering stacked grain under a vast clear night sky thick with stars",barns torn down for bigger ones,3,universal,kb,,,
5,33,connective,wonder,"Take life easy, he tells himself. Eat, drink, and be merry.","{barns_bursting} medium, a cup raised in quiet celebration by torchlight, stars visible through the open barn door",barns torn down for bigger ones,2,universal,kb,,,
5,34,hero,dread,"But God says to him: you fool. <break time=""900ms"" />","{night_stars_soul} close, a figure's face turned up toward a vast night sky, torchlight guttering out beside him",God speaks that night,3,universal,kb,,,
5,35,hero,dread,"This very night, God says, <break time=""1000ms"" /> your soul is required of you.","{night_stars_soul} wide, stars sharp and cold overhead, the figure small against the full weight of the sky",God speaks that night,4,universal,kling,,"slow steady pull back revealing the full night sky above the figure, powerful natural movement, minimal drift",
5,36,connective,teaching,Then who will get what you have prepared? he asks.,"{night_stars_soul} wide, the barns and full sacks left standing dark and quiet under starlight",God speaks that night,3,universal,kb,,,
5,37,hero,awe,"So the tenth thing Jesus says about death is the one that matters most: nobody is promised the years they are planning around. <break time=""1200ms"" />","{night_stars_soul} medium, a single lamp left burning low beside untouched grain sacks in the dark",God speaks that night,2,universal,kb,,,
5,38,hero,awe,"That is what the thief on the cross understood in the last hour he had left. <break time=""600ms"" />","{golgotha_cross} close, a dying man's face lit by breaking gold light against a darkening sky, the same shaft of sun from the film's opening",what the thief understood,3,universal,kb,,,
5,39,connective,teaching,"He had no barns to fill, no five-year plan, no time left to build one.","{golgotha_cross} medium, wrists resting slack against splintered wood, all strength already spent",what the thief understood,2,universal,kb,,,
5,40,hero,awe,And it is exactly why the answer he got was today.,"{golgotha_cross} wide, gold light widening across the hill, the answer already spoken and already true",what the thief understood,3,universal,kb,,,
5,41,hero,awe,"Ten answers, one thread running through all of them: the soul survives, the gulf is real but so is the door, and the door is open now.","{gate_of_glory} wide, an immense gate standing open at the crest of a hill, brilliant light beginning to spill through it onto the landscape below",one thread through ten answers,4,universal,kb,,,
5,42,connective,teaching,Not later. Not once you've earned it. Not after you've built the barns.,"{gate_of_glory} medium, a distant figure's silhouette walking toward the gate, warm light widening through the opening, the road below just visible in the glow",one thread through ten answers,3,universal,kb,,,
5,43,hero,dread,The gate does not stay open forever.,"{gate_of_glory} close, the edge of the gate's stone frame catching the last of the widening light",the gate will not stay open,3,universal,kb,,,
5,44,hero,awe,"But for as long as it is open <break time=""800ms"" /> -- it is open today. <break time=""1500ms"" />","{gate_of_glory} wide, an immense gate standing fully open at the crest of a hill, full-width brilliant light pouring through it onto the landscape below, the wide road and the narrow gate both visible far beneath",the gate will not stay open,5,universal,kling,,"slow steady pull back revealing the entire gate and landscape at once, powerful final reveal, natural cinematic movement",
